campaign_id,campaign_num,utm_campaign,touchpoint_clicks,touchpoint_impressions,touchpoint_marketing_cost,campaign_type,campaign_duration,campaign_channel_used,campaign_location,campaign_language,campaign_dataset_date,performance_campaign_id,campaign_start_date,campaign_end_date,performance_impressions,performance_clicks,campaign_total_cost_usd,campaign_total_revenue_usd,customer_id,touchpoint_id
CMP18,18,CMP18_influencer,9,14,2.59,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C147,TP449
CMP01,1,CMP01_email,3,146,6.86,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C147,TP371
CMP09,9,CMP09_social_media,4,9,4.99,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C147,TP2220
CMP10,10,CMP10_email,3,1,7.03,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C147,TP2380
CMP05,5,CMP05_email,0,160,7.37,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C147,TP1743
CMP06,6,CMP06_display,2,50,7.92,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C148,TP323
CMP12,12,CMP12_influencer,8,178,6.77,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C148,TP331
CMP11,11,CMP11_display,2,144,2.77,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C148,TP1513
CMP10,10,CMP10_email,8,180,3.68,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C148,TP882
CMP06,6,CMP06_display,0,1,1.11,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C148,TP2109
CMP17,17,CMP17_display,5,24,2.53,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C148,TP2483
CMP02,2,CMP02_email,6,53,1.59,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C148,TP1633
CMP09,9,CMP09_social_media,7,48,3.54,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C148,TP1885
CMP14,14,CMP14_email,3,84,6.53,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C149,TP909
CMP07,7,CMP07_email,8,174,1.65,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C149,TP1862
CMP12,12,CMP12_influencer,7,124,0.84,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C149,TP1940
CMP10,10,CMP10_email,2,91,3.91,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C149,TP1579
CMP13,13,CMP13_social_media,2,98,7.29,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C150,TP1283
CMP19,19,CMP19_social_media,4,96,7.37,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C150,TP1622
CMP02,2,CMP02_email,0,186,3.45,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C150,TP2583
CMP19,19,CMP19_social_media,1,90,2.61,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C150,TP551
CMP09,9,CMP09_social_media,10,106,1.21,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C150,TP021
CMP04,4,CMP04_display,1,62,8.13,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C151,TP757
CMP04,4,CMP04_display,10,11,2.06,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C151,TP807
CMP08,8,CMP08_search,2,86,8.17,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C151,TP1132
CMP10,10,CMP10_email,3,3,4.09,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C151,TP1741
CMP16,16,CMP16_social_media,8,172,2.59,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C151,TP348
CMP02,2,CMP02_email,1,200,6.88,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C151,TP499
CMP06,6,CMP06_display,1,112,0.63,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C152,TP1995
CMP01,1,CMP01_email,1,197,5.37,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C152,TP1611
CMP12,12,CMP12_influencer,8,196,7.8,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C152,TP1295
CMP16,16,CMP16_social_media,10,89,4.29,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C152,TP1876
CMP16,16,CMP16_social_media,9,9,0.99,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C152,TP689
CMP05,5,CMP05_email,9,1,7.9,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C152,TP254
CMP13,13,CMP13_social_media,10,139,1.54,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C152,TP2617
CMP01,1,CMP01_email,1,191,1.88,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C152,TP756
CMP02,2,CMP02_email,0,42,3.86,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C152,TP376
CMP06,6,CMP06_display,10,167,6.49,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C152,TP019
CMP17,17,CMP17_display,9,54,2.85,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C153,TP2074
CMP16,16,CMP16_social_media,4,89,4.99,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C153,TP2427
CMP19,19,CMP19_social_media,4,129,3.99,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C153,TP2103
CMP02,2,CMP02_email,9,110,8.31,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C153,TP1438
CMP18,18,CMP18_influencer,2,44,1.9,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C153,TP394
CMP04,4,CMP04_display,9,143,8.77,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C153,TP546
CMP03,3,CMP03_influencer,5,70,6.0,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C153,TP1822
CMP09,9,CMP09_social_media,9,170,3.96,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C154,TP1623
CMP10,10,CMP10_email,9,108,8.84,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C154,TP1588
CMP02,2,CMP02_email,3,134,7.65,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C154,TP1053
CMP05,5,CMP05_email,10,55,0.65,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C154,TP2499
CMP15,15,CMP15_display,2,160,7.87,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C154,TP632
CMP12,12,CMP12_influencer,7,10,6.8,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C154,TP1212
CMP14,14,CMP14_email,9,78,1.57,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C154,TP1803
CMP09,9,CMP09_social_media,0,62,1.55,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C154,TP1896
CMP08,8,CMP08_search,2,104,9.56,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C155,TP2237
CMP08,8,CMP08_search,0,21,4.23,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C155,TP502
CMP15,15,CMP15_display,2,189,5.14,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C155,TP1148
CMP16,16,CMP16_social_media,8,97,1.59,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C155,TP2269
CMP11,11,CMP11_display,5,31,5.21,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C156,TP1624
CMP15,15,CMP15_display,2,108,9.29,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C156,TP945
CMP02,2,CMP02_email,0,187,5.25,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C157,TP1494
CMP18,18,CMP18_influencer,5,180,5.66,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C157,TP1460
CMP09,9,CMP09_social_media,6,90,4.02,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C157,TP127
CMP02,2,CMP02_email,10,5,2.35,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C157,TP2355
CMP04,4,CMP04_display,7,58,6.49,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C157,TP1497
CMP13,13,CMP13_social_media,0,192,1.92,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C157,TP1466
CMP07,7,CMP07_email,5,190,2.73,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C158,TP2254
CMP11,11,CMP11_display,8,76,1.43,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C158,TP1653
CMP19,19,CMP19_social_media,5,58,6.21,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C158,TP457
CMP10,10,CMP10_email,1,56,1.18,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C158,TP1779
CMP02,2,CMP02_email,9,196,5.35,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C158,TP429
CMP03,3,CMP03_influencer,2,2,6.73,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C158,TP2068
CMP08,8,CMP08_search,3,70,5.85,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C158,TP588
CMP12,12,CMP12_influencer,6,14,6.92,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C159,TP2605
CMP02,2,CMP02_email,9,103,9.66,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C159,TP1994
CMP06,6,CMP06_display,8,188,1.6,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C159,TP1486
CMP18,18,CMP18_influencer,1,161,4.35,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C160,TP2148
CMP19,19,CMP19_social_media,8,86,6.61,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C160,TP905
CMP17,17,CMP17_display,4,151,1.86,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C160,TP2251
CMP06,6,CMP06_display,6,80,5.25,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C160,TP367
CMP15,15,CMP15_display,4,85,6.48,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C160,TP1150
CMP14,14,CMP14_email,8,43,6.34,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C160,TP686
CMP11,11,CMP11_display,10,105,8.18,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C160,TP294
CMP04,4,CMP04_display,0,105,3.89,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C160,TP258
CMP04,4,CMP04_display,0,127,1.08,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C160,TP208
CMP01,1,CMP01_email,6,96,6.26,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C160,TP2477
CMP05,5,CMP05_email,9,136,5.28,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C161,TP032
CMP04,4,CMP04_display,4,71,0.9,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C161,TP1617
CMP06,6,CMP06_display,0,5,4.95,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C161,TP481
CMP15,15,CMP15_display,2,63,3.27,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C161,TP1354
CMP05,5,CMP05_email,10,179,2.52,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C161,TP1740
CMP19,19,CMP19_social_media,6,20,5.01,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C161,TP2019
CMP14,14,CMP14_email,1,184,7.39,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C161,TP2484
CMP02,2,CMP02_email,2,136,9.39,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C161,TP407
CMP11,11,CMP11_display,7,190,1.38,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C161,TP379
CMP03,3,CMP03_influencer,8,86,3.05,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C162,TP1688
CMP01,1,CMP01_email,9,120,3.21,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C162,TP099
CMP08,8,CMP08_search,6,86,6.68,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C162,TP2389
CMP08,8,CMP08_search,10,115,8.77,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C162,TP1055
CMP19,19,CMP19_social_media,9,62,7.73,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C163,TP2280
CMP14,14,CMP14_email,3,180,8.89,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C163,TP820
CMP18,18,CMP18_influencer,2,125,6.65,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C163,TP692
CMP07,7,CMP07_email,7,104,8.88,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C163,TP402
CMP05,5,CMP05_email,7,42,2.5,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C163,TP2391
CMP04,4,CMP04_display,9,32,6.49,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C163,TP144
CMP05,5,CMP05_email,8,76,8.61,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C164,TP950
CMP16,16,CMP16_social_media,3,121,8.86,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C164,TP2323
CMP06,6,CMP06_display,7,188,2.94,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C164,TP916
CMP03,3,CMP03_influencer,10,129,2.52,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C164,TP741
CMP16,16,CMP16_social_media,8,41,3.63,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C164,TP1866
CMP08,8,CMP08_search,3,175,3.31,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C165,TP1029
CMP01,1,CMP01_email,10,96,8.35,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C165,TP1821
CMP08,8,CMP08_search,4,22,9.24,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C165,TP847
CMP02,2,CMP02_email,6,197,1.25,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C165,TP1411
CMP10,10,CMP10_email,10,163,2.48,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C165,TP1729
CMP10,10,CMP10_email,5,89,4.6,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C165,TP249
CMP17,17,CMP17_display,1,38,2.43,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C166,TP2459
CMP13,13,CMP13_social_media,8,11,2.98,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C166,TP1099
CMP03,3,CMP03_influencer,7,119,3.47,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C166,TP2437
CMP11,11,CMP11_display,6,119,4.72,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C166,TP1673
CMP04,4,CMP04_display,2,186,5.6,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C166,TP2503
CMP12,12,CMP12_influencer,5,178,2.37,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C167,TP868
CMP12,12,CMP12_influencer,0,53,1.5,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C167,TP062
CMP17,17,CMP17_display,0,12,1.08,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C168,TP1364
CMP05,5,CMP05_email,10,153,2.25,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C168,TP1836
CMP11,11,CMP11_display,1,134,7.61,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C168,TP2222
CMP06,6,CMP06_display,6,184,6.4,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C168,TP838
CMP13,13,CMP13_social_media,2,101,2.1,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C168,TP704
CMP15,15,CMP15_display,0,138,3.99,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C169,TP405
CMP08,8,CMP08_search,3,126,5.79,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C169,TP2228
CMP19,19,CMP19_social_media,6,187,3.07,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C170,TP2234
CMP10,10,CMP10_email,0,94,6.08,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C170,TP839
CMP10,10,CMP10_email,7,85,6.01,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C170,TP557
CMP14,14,CMP14_email,4,166,3.79,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C170,TP2173
CMP02,2,CMP02_email,4,86,2.6,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C170,TP515
CMP15,15,CMP15_display,0,185,1.46,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C170,TP1160
CMP14,14,CMP14_email,0,103,2.72,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C170,TP042
CMP14,14,CMP14_email,3,189,2.55,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C170,TP215
CMP09,9,CMP09_social_media,6,27,5.28,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C170,TP2028
